contact_id,pseudo_patient_id,timestamp,channel,service_line,raw_text,intent,category,journey_stage,root_cause,sentiment,urgency,default_route,safety_sensitive,chatbot_eligible,proactive_candidate,synthetic_issue_pattern,repeat_contact_14d
C0012378,P002442,2026-03-03 20:03:41,phone_transcript,NHS prescription,"hello um One item is out of stock, when will it be available? asap",medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012379,P003499,2026-03-03 20:06:32,phone_transcript,NHS prescription,right so I have contacted you twice and nobody has resolved this pls,complaint_service,Service access,Service,General service complaint,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012380,P005492,2026-03-03 20:10:41,email,NHS prescription,"Hello, I need to request my usual tablets again",repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012381,P002283,2026-03-03 20:40:20,email,Online Doctor or shop,"Hi support, How long does the refund take? asap",refund_query,Online Doctor and shop,Shop or Online Doctor,Refund progress query,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012382,P000885,2026-03-03 20:46:46,email,NHS prescription,"Hi support, Can the rest of my medication be dispatched separately?",split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,positive,standard,Human adviser,False,False,False,standard_known_intent,False
C0012383,P004048,2026-03-03 21:01:05,phone_transcript,NHS prescription,right so The prescrption is ready but has not left the warehouse asap,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0012384,P006199,2026-03-03 21:05:20,live_chat,NHS prescription,hi - My GP says they sent the prescription but it is not showing thanks,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012385,P001747,2026-03-03 21:18:03,live_chat,NHS prescription,"pls help: I am going away next week, can I order my medication early?.",early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,True
C0012386,P000066,2026-03-03 21:35:09,live_chat,NHS prescription,hello I have contacted you twice and nobody has resolved this thanks,complaint_service,Service access,Service,General service complaint,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0012387,P005955,2026-03-03 21:36:40,live_chat,NHS prescription,hi - Royal Mail tracking has not moved and my delivry is late thanks,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012388,P004194,2026-03-03 21:38:38,phone_transcript,NHS prescription,"hi I am calling because My order is waiting for GP approval, what should I do?!!!",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012389,P002682,2026-03-03 21:41:44,phone_transcript,NHS prescription,"please can you help, I did not receive my reorder reminder Also, Your text message does not match my account asap My phone is 07570417913",reminder_missing,Reminders and notifications,Notifications,Reorder reminder not received,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012390,P007347,2026-03-03 21:42:32,phone_transcript,NHS prescription,right so The medicine parcel is delayed after dispatch please,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0012391,P003800,2026-03-03 21:48:50,email,NHS prescription,Please help. How do I track my meds delivery? thanks,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012392,P004119,2026-03-03 21:53:38,phone_transcript,NHS prescription,hi I am calling because My order has been packing for two days and is not dispatched pls,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012393,P002429,2026-03-03 21:58:34,live_chat,NHS prescription,"pls help: Can I reorder my regular medicine through the app? Also, Can you release an early repeat please? asap",repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012394,P001041,2026-03-03 22:01:27,live_chat,NHS prescription,hello Where can I find my Royal Mail tracking number? please NHS number 5454585106,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012395,P002026,2026-03-03 22:22:06,phone_transcript,Online Doctor or shop,hi I am calling cos When will my shop refund arrive?,refund_query,Online Doctor and shop,Shop or Online Doctor,Refund progress query,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012396,P007404,2026-03-03 22:31:04,phone_transcript,NHS prescription,hello um The request is missing from my account please,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012397,P003028,2026-03-03 22:40:20,phone_transcript,NHS prescription,hello um Tracking says delivered but there is no parcel here thanks,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0012398,P006704,2026-03-03 22:47:14,phone_transcript,NHS prescription,hi I am calling cos The medicine parcel is delayed after dispatch asap,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012399,P007274,2026-03-03 22:47:38,email,NHS prescription,"Hello, I forgot my password and cannot access my prescription",login_issue,Account management,Account,Account access problem,negative,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012400,P004478,2026-03-03 23:20:57,live_chat,NHS prescription,pls help: Why is the pharmacist check taking so long?.,clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0012401,P002816,2026-03-03 23:31:55,live_chat,NHS prescription,hello Why have the reminder texts stopped? asap,reminder_missing,Reminders and notifications,Notifications,Reorder reminder not received,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012402,P005298,2026-03-03 23:38:01,phone_transcript,NHS prescription,hello um How do I track my medicine delivery? please,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012403,P004704,2026-03-03 23:58:43,phone_transcript,NHS prescription,"pls can you help, My order is waiting for GP approval, what should I do? thanks email sam85@example.com",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012404,P005607,2026-03-04 00:03:40,phone_transcript,NHS prescription,right so You said my medicine is unavailable.,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0012405,P003339,2026-03-04 00:09:45,phone_transcript,NHS prescription,hi I am calling because The prescription was declined by the surgery.,gp_declined_request,GP approval,Await GP approval,GP declined or changed request,negative,priority,Human adviser,False,False,False,standard_known_intent,True
C0012406,P003744,2026-03-04 00:13:25,live_chat,NHS prescription,"hi - Why is my prescrption still with my GP? Also, My GP says they sent the prescription but it is not showing thanks",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0012407,P001499,2026-03-04 00:50:37,phone_transcript,NHS prescription,hi I am calling because Can you release an early repeat pls? email pat77@example.com,early_repeat_request,Prescription request,Request,Request submitted earlier than expected,positive,standard,Human adviser,False,False,False,standard_known_intent,False
C0012408,P005212,2026-03-04 00:59:11,social,NHS prescription,Please respond: Where can I find my Royal Mail tracking number?.,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0012409,P003784,2026-03-04 01:18:52,live_chat,NHS prescription,hi - Can someone contact me? thanks,unclear_or_out_of_scope,Out-of-scope,Unknown,Insufficient information,neutral,standard,Human adviser,False,False,False,standard_known_intent,True
C0012410,P002639,2026-03-04 01:29:42,live_chat,NHS prescription,hello Please send me the tracking link for my parcel asap,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0012411,P006788,2026-03-04 01:31:18,email,NHS prescription,"Dear team, The parcel is missing even though it says delivered!!!",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,True
C0012412,P001673,2026-03-04 01:46:53,live_chat,NHS prescription,pls help: Can you check what happened to my request? pls my name is Jo Brown,early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,True
